analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Tom Forte,Maxim Group,1063,AAPL-US,2024Q1,2024,0.03365421455938698,2579411.8,3571,20240416,15
Ben Reitzes,Melius Research,3130,AAPL-US,2024Q1,2024,0.03874281609195403,2579411.8,3571,20240112,110
Thiago Alves Kapulskis,Itau Securities,1394,AAPL-US,2024Q1,2024,0.03766522988505748,2579411.8,3571,20231103,180
Rob Wilson,Tiburon Research Group,1033,AAPL-US,2024Q1,2024,0.03658764367816092,2579411.8,3571,20240327,35
Andrew Uerkwitz,Jefferies,512,AAPL-US,2024Q1,2024,0.03574652777777778,2579411.8,3571,20240202,89
James Cordwell,Rothschild & Co Redburn,1652,AAPL-US,2024Q1,2024,,2579411.8,3571,20240209,82
Ishan Majumdar,Baptista Research,3454,AAPL-US,2024Q1,2024,0.03718630268199234,2579411.8,3571,20240208,83
Parth Talsania,Equisights,3723,AAPL-US,2024Q1,2024,0.03509099616858237,2579411.8,3571,20240202,89
Thiago Alves Kapulskis,Itau Securities,1394,AAPL-US,2023Q4,2023,0.03028468430260298,2916577.5,3571,20231103,89
Ben Reitzes,Melius Research,3130,AAPL-US,2023Q4,2023,0.03086783650532789,2916577.5,3571,20240112,19
James Cordwell,Rothschild & Co Redburn,1652,AAPL-US,2023Q4,2023,,2916577.5,3571,20240110,21
Gil Luria,DA Davidson,556,AAPL-US,2023Q4,2023,0.02588453586386047,2916577.5,3571,20231103,89
Ishan Majumdar,Baptista Research,3454,AAPL-US,2023Q4,2023,0.030231670465991626,2916577.5,3571,20231124,68
Xiao Yu Han,First Shanghai,1701,AAPL-US,2023Q4,2023,0.030337698139214334,2916577.5,3571,20231122,70
Thiago Alves Kapulskis,Itau Securities,1394,AAPL-US,2023Q3,2023,0.035878832782400547,2743182.5,3571,20230804,89
Tom Forte,DA Davidson,556,AAPL-US,2023Q3,2023,0.032573236065200045,2743182.5,3571,20230605,149
James Cordwell,Rothschild & Co Redburn,1652,AAPL-US,2023Q3,2023,,2743182.5,3571,20230804,89
Amit Daryanani,Evercore ISI,1772,AAPL-US,2023Q2,2023,0.037123699062807436,3037684.3,3571,20230602,61
Tom Forte,DA Davidson,556,AAPL-US,2023Q2,2023,0.031013824884792627,3037684.3,3571,20230605,58
