analyst,n_observations,mean_fe,accuracy_score,consistency_score,avg_staleness_days,current_broker,current_broker_code,n_brokers,freshness_score,accuracy_score_z,consistency_score_z,freshness_score_z,partial_reliability_score_raw,credibility_weight,partial_reliability_score,factor_alpha,factor_alpha_tstat,factor_alpha_annualized,loading_Mkt-RF,loading_SMB,loading_HML,loading_MOM,loading_RMW,loading_CMA,n_factor_obs,r_squared,factor_alpha_z,partial_reliability_score_with_factor_raw,partial_reliability_score_with_factor
Robert Mosca,7,0.05116798557309487,-0.05116798557309487,-0.009806592059133755,39.285714285714285,Mizuho Securities USA,1802,1,-39.285714285714285,0.3641560009725675,1.276307634831602,0.5886779444098276,0.7430471934046657,0.4117647058823529,0.30596060904898,0.043380461490989466,5.250464990294471,0.17352184596395787,0.0007506360007946038,-0.0011127570869742672,0.0011992143583140077,0.000896167996839369,,,7,0.5896315258983404,0.8877222215743705,0.7792159504470919,0.32085362665468486
Lloyd Byrne,7,0.04352667305362693,-0.04352667305362693,-0.011291039051633655,41.0,Jefferies,512,1,-41.0,0.7185309967371636,1.1719746731892686,0.4815060629542939,0.7906705776269086,0.4117647058823529,0.3255702378463741,0.04159377511996185,3.697126045714835,0.1663751004798474,-0.0005584880838627663,0.000308306658978755,0.0016622796935949686,0.0025814283047250262,,,7,0.5508059305626518,0.6860719539901348,0.7645209217177151,0.31480273247200036
Justin  Jenkins,4,0.03730605043474374,-0.03730605043474374,-0.009264920190490604,47.75,Raymond James,402,1,-47.75,1.0070198013245428,1.3143785330040612,0.05951677972313003,0.793638371350578,0.2857142857142857,0.22675382038587943,,,,,,,,,,4,,,0.793638371350578,0.22675382038587943
Jason Gabelman,9,0.04503575986709458,-0.04503575986709458,-0.03192377805286554,53.0,TD Cowen,917,1,-53.0,0.6485452931334269,-0.27817799488718775,-0.26869710723444185,0.0338900636705991,0.47368421052631576,0.01605318805449431,0.04070472072071718,4.226285290141034,0.16281888288286872,-0.0031339165130199716,0.001819587292453672,0.0016916358755124459,0.005365934149451416,,,9,0.8840673560064648,0.5857308642433551,0.1718502638137881,0.0814027565433733
Greg Wasikowski,3,0.05843799397848467,-0.05843799397848467,-0.04307506726324997,28.666666666666668,Webber Research & Advisory,3412,1,-28.666666666666668,0.027000677027254567,-1.06193587598895,1.2525482100927166,0.07253767037700709,0.23076923076923078,0.016739462394693944,,,,,,,,,,3,,,0.07253767037700709,0.016739462394693944
Tristan J. Richardson,5,0.0745876733734617,-0.0745876733734617,-0.012177433315248024,54.0,Scotiabank GBM,810,1,-54.0,-0.7219599959741244,1.1096752854893952,-0.33121403808350314,0.018833750477255884,0.3333333333333333,0.006277916825751961,,,,,,,,,,5,,,0.018833750477255884,0.006277916825751961
Michael Blum,12,0.04595556746301294,-0.04595556746301294,-0.02568183463080913,68.08333333333333,Wells Fargo Securities,596,1,-68.08333333333333,0.6058881171473164,0.16053113175552053,-1.211660814207783,-0.14841385510164865,0.5454545454545454,-0.08095301187362652,0.0398614855313686,4.576961049673123,0.1594459421254744,-0.0003939473245444774,0.001502581007853352,0.0022220121538949547,0.004017333378623843,,,12,0.672075138919788,0.4905610547424365,0.011329872359372634,0.006179930377839618
James Carreker,9,0.04712942264591345,-0.04712942264591345,-0.028586679230613518,58.44444444444444,U.S. Capital Advisors,1866,1,-58.44444444444444,0.5514491808508617,-0.04363314069043593,-0.6090670640793311,-0.03375034130630176,0.47368421052631576,-0.015987003776669253,0.03656680970651413,4.956754653387248,0.14626723882605652,-0.0018733905190496869,0.0005634345553496502,0.0021742333881898247,0.005377323080513566,,,9,0.9151768789269612,0.11871500920334091,0.004365996321108907,0.0020681035205252717
Elvira Scotto,6,0.054455473456520444,-0.054455473456520444,-0.03498844075681023,27.0,RBC Capital Markets,1269,1,-27.0,0.21169482342002086,-0.4935749325702775,1.3567430948411523,0.3582876618969652,0.375,0.13435787321136194,0.01975871745823125,3.437378075817936,0.079034869832925,0.0013271272275416982,0.0007604585487745798,0.00652135709409986,0.005852955921995312,,,6,0.9964117137424734,-1.77829184908336,-0.1758572158481161,-0.06594645594304353
Brandon Bingham,6,0.05840023914905221,-0.05840023914905221,-0.032567655399771266,42.166666666666664,Scotiabank GBM,810,1,-42.166666666666664,0.028751602340953565,-0.32343230903683035,0.40856964363038917,0.0379629789781708,0.375,0.014236117116814051,0.026738725179682225,3.78633159807985,0.1069549007187289,0.002197504328359943,-0.0018462672283278065,0.005272095028960291,0.007626440397059097,,,6,0.9937003011913141,-0.9905092546702822,-0.21915507943394244,-0.08218315478772842
