mode,tickers,n_companies,n_observations,n_analysts,n_industries,factor_model,run_timestamp,factset_api_calls
from_outputs,"AAPL-US,AMZN-US,APO-US,CME-US,EME-US,GFS-US,GS-US,KLAC-US,MSFT-US,NRG-US,QCOM-US,TSM-US,WMB-US",13,1745,270,12,FF3+MOM,2026-08-24T11:30:28,0
