analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Gregory Paul Francfort,Guggenheim Securities,1515,CMG-US,2025Q4,2025,0.02305897435897436,51568.84,5812,20251030,95
Chris O'Cull,Stifel Nicolaus,548,CMG-US,2025Q4,2025,0.02434102564102564,51568.84,5812,20251030,95
Andrew Strelzik,BMO Capital Markets,181,CMG-US,2025Q4,2025,0.026392307692307694,51568.84,5812,20251030,95
Lynne Collier,Freedom Capital Markets,3772,CMG-US,2025Q3,2025,0.024773761072540104,56008.766,5812,20251024,4
Nick Setyan,Mizuho Securities USA,1802,CMG-US,2025Q3,2025,0.024294948527651426,56008.766,5812,20251024,4
Chris Luyckx,Rothschild & Co Redburn,1652,CMG-US,2025Q3,2025,,56008.766,5812,20250610,140
Logan Reich,RBC Capital Markets,1269,CMG-US,2025Q3,2025,0.025013167344984436,56008.766,5812,20251017,11
Danilo Gargiulo,Bernstein Research,1140,CMG-US,2025Q3,2025,,56008.766,5812,20251001,27
Andrew M. Charles,TD Cowen,917,CMG-US,2025Q3,2025,0.02476418482164233,56008.766,5812,20251002,26
Chris O'Cull,Stifel Nicolaus,548,CMG-US,2025Q3,2025,0.026449604979650466,56008.766,5812,20250318,224
Sharon Zackfia,William Blair,198,CMG-US,2025Q3,2025,0.026112042135503947,56008.766,5812,20251006,22
Steven Gojak,Cleveland Research Company,2295,CMG-US,2025Q3,2025,0.026419241082116348,56008.766,5812,20251020,8
Eric Gonzalez,KeyBanc Capital Markets,618,CMG-US,2025Q3,2025,0.025013167344984436,56008.766,5812,20251017,11
Zachary Fadem,Wells Fargo Securities,596,CMG-US,2025Q3,2025,0.02648764424227914,56008.766,5812,20251015,13
Jeff Farmer,Gordon Haskett,2467,CMG-US,2025Q3,2025,0.02525257361742878,56008.766,5812,20251015,13
Brian Vaccaro,Raymond James,402,CMG-US,2025Q3,2025,0.024773761072540104,56008.766,5812,20251015,13
Jake Bartlett,Truist Securities,852,CMG-US,2025Q3,2025,0.02549197988987311,56008.766,5812,20251010,18
Jacob Aiken-Phillips,Melius Research,3130,CMG-US,2025Q3,2025,0.02764663634187215,56008.766,5812,20250711,109
Andy Barish,Jefferies,512,CMG-US,2025Q3,2025,0.0266890112520948,56008.766,5812,20250724,96
Jim Salera,Stephens Inc,472,CMG-US,2025Q3,2025,0.02597079243476179,56008.766,5812,20251010,18
Alton Stump,Loop Capital Markets,1009,CMG-US,2025Q3,2025,0.025013167344984436,56008.766,5812,20250724,96
