analyst,n_observations,mean_fe,accuracy_score,consistency_score,avg_staleness_days,current_broker,current_broker_code,n_brokers,freshness_score,accuracy_score_z,consistency_score_z,freshness_score_z,partial_reliability_score_raw,credibility_weight,partial_reliability_score
Christian Wetherbee,8,0.0595849222368412,-0.0595849222368412,-0.007634106569786627,29.125,Wells Fargo Securities,596,1,-29.125,1.0239947045366802,0.004177473412838045,0.894481700795728,0.6408846262484155,0.4444444444444444,0.2848376116659624
Jonathan Chappell,6,0.061293888317293654,-0.061293888317293654,-0.008181791542841372,8.0,Evercore ISI,1772,1,-8.0,0.5628810429772799,-0.26047600177725805,1.4694018272622973,0.5906022894874398,0.375,0.2214758585577899
Rick Paterson,7,0.06461559074130223,-0.06461559074130223,-0.0041272117742148,60.0,Loop Capital Markets,1009,1,-60.0,-0.333381548109261,1.6987864921659857,0.054213823652280585,0.47320625590300175,0.4117647058823529,0.19484963478358894
Reed Seay,2,0.05488788862326617,-0.05488788862326617,-0.008693313042409011,12.5,Stephens Inc,472,1,-12.5,2.2913495062479807,-0.5076544878692862,1.3469336346421996,1.043542884340298,0.16666666666666666,0.17392381405671634
Conor Cunningham,9,0.06123982154842389,-0.06123982154842389,-0.006478202899999446,65.66666666666667,Melius Research,3130,1,-65.66666666666667,0.5774693522757434,0.5627356560263024,-0.10000538186932394,0.34673320881090725,0.47368421052631576,0.16424204627885078
Daniel Imbro,3,0.06335684462639024,-0.06335684462639024,-0.004899502292235627,44.666666666666664,Stephens Inc,472,1,-44.666666666666664,0.006253648083202866,1.32559865699392,0.4715128503577984,0.6011217184783071,0.23076923076923078,0.13872039657191704
Harrison Bauer,1,0.05796841697345476,-0.05796841697345476,,4.0,Susquehanna Financial Group,974,1,-4.0,1.4601605649689804,,1.5782624429246062,1.5192115039467933,0.09090909090909091,0.13811013672243574
Helane Becker,3,0.06764867718702572,-0.06764867718702572,-0.0028578827270293134,59.666666666666664,TD Cowen,917,1,-59.666666666666664,-1.1517697026848395,2.3121543222594245,0.06328554162413973,0.40789005373290826,0.23076923076923078,0.09412847393836345
Fadi Chamoun,12,0.06358316033331614,-0.06358316033331614,-0.007539872673271433,47.416666666666664,BMO Capital Markets,181,1,-47.416666666666664,-0.054810913397956344,0.04971337346565368,0.39667117708996097,0.13052454571921943,0.5454545454545454,0.07119520675593786
Lucas Servera,5,0.06274123620855324,-0.06274123620855324,-0.008132290055916895,46.2,Truist Securities,852,1,-46.2,0.17235726762400483,-0.23655579000191984,0.42978294768724645,0.12186147510311048,0.3333333333333333,0.04062049170103682
Jeff Kauffman,6,0.06236841687951875,-0.06236841687951875,-0.009390492485660073,38.166666666666664,Vertical Research Partners,2963,1,-38.166666666666664,0.27295147360479,-0.8445469928039555,0.6484113508090504,0.025605277203294974,0.375,0.009601978951235615
Bascome Majors,4,0.059134912545127975,-0.059134912545127975,-0.009152047422853,75.25,Susquehanna Financial Group,974,1,-75.25,1.1454164337661816,-0.7293250721406245,-0.3608172735602724,0.018424696021761593,0.2857142857142857,0.005264198863360455
Amit Mehrotra,2,0.07213642027802238,-0.07213642027802238,-0.004799782152740725,46.5,Deutsche Bank Research,77,1,-46.5,-2.3626536824765836,1.373785630824091,0.4216184015125734,-0.18908321671330638,0.16666666666666666,-0.03151386945221773
Scott Schneeberger,5,0.06097580214396816,-0.06097580214396816,-0.008621390792304064,107.6,Oppenheimer,498,1,-107.6,0.648707134993515,-0.4729000681385427,-1.2412275027291961,-0.35514014529140797,0.3333333333333333,-0.11838004843046931
Jairam Nathan,3,0.0666975931521499,-0.0666975931521499,-0.006000688291464821,119.66666666666667,Daiwa Securities Co. Ltd.,467,1,-119.66666666666667,-0.8951479670116742,0.793481261292516,-1.5696236933104952,-0.5570967996765511,0.23076923076923078,-0.12856079992535796
Will Chien,5,0.06337428543904965,-0.06337428543904965,-0.009353523750361092,89.4,ARC Independent Research,940,1,-89.4,0.0015477635850033298,-0.8266828834133182,-0.7459117014656905,-0.5236822737646685,0.3333333333333333,-0.17456075792155615
J. Bruce Chan,6,0.06507427986806734,-0.06507427986806734,-0.010610038651718993,47.0,Stifel Nicolaus,548,1,-47.0,-0.45714516470728406,-1.433858635228714,0.40801082455478477,-0.4943309917937377,0.375,-0.18537412192265162
Kristina Ruggeri,5,0.065011137570601,-0.065011137570601,-0.008848662871792303,88.4,Argus Research,376,1,-88.4,-0.44010809397954276,-0.5827229564948936,-0.7186965475501134,-0.5805091993415165,0.3333333333333333,-0.19350306644717213
Patrick Tyler Brown,9,0.06706004421490265,-0.06706004421490265,-0.009105387342339549,45.111111111111114,Raymond James,402,1,-45.111111111111114,-0.9929446047528788,-0.7067778906986014,0.45941722639531946,-0.4134350896853869,0.47368421052631576,-0.19583767406149905
Richa Harnain,5,0.06406902059637301,-0.06406902059637301,-0.0074358199043841906,141.6,Deutsche Bank Research,77,1,-141.6,-0.1859058528861954,0.0999939695089707,-2.166542735858822,-0.7508182064120156,0.3333333333333333,-0.25027273547067186
Jason H. Seidl,6,0.06561713373335214,-0.06561713373335214,-0.008363304668229885,116.66666666666667,TD Cowen,917,1,-116.66666666666667,-0.603618132413509,-0.3481871528770417,-1.4879782315637633,-0.8132611722847715,0.375,-0.3049729396067893
Stephanie Moore,9,0.06592098452541201,-0.06592098452541201,-0.010272471857020203,71.22222222222223,Jefferies,512,1,-71.22222222222223,-0.6856032302437457,-1.270738904505544,-0.25120068140030866,-0.7358476053831994,0.47368421052631576,-0.34855939202362074
