analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Jay Olson,Oppenheimer,498,VRTX-US,2025Q2,2025,0.03411284869899016,117738.94,2834,20250211,171
Liisa A. Bayko,Evercore ISI,1772,VRTX-US,2025Q2,2025,0.037100918231586295,117738.94,2834,20250211,171
Jasper Hellweg,Argus Research,376,VRTX-US,2025Q2,2025,0.03513795284520928,117738.94,2834,20250225,157
Paul Matteis,Stifel Nicolaus,548,VRTX-US,2025Q2,2025,0.037951536565683,117738.94,2834,20250211,171
Naz Rahman,Maxim Group,1063,VRTX-US,2025Q2,2025,0.03197539750049074,117738.94,2834,20250506,87
Joon Lee,Truist Securities,852,VRTX-US,2025Q2,2025,0.029925189208052524,117738.94,2834,20250506,87
Joseph Stringer,Needham,477,VRTX-US,2025Q2,2025,0.03934742306266222,117738.94,2834,20250107,206
Michael Yee,Jefferies,512,VRTX-US,2025Q1,2025,0.037002429217624394,122761.24,2834,20250211,80
Evan David Seigerman,BMO Capital Markets,181,VRTX-US,2025Q1,2025,0.04170987602613503,122761.24,2834,20250211,80
Greg Harrison,Scotiabank GBM,810,VRTX-US,2025Q1,2025,0.03775632434243592,122761.24,2834,20250425,7
Myles R. Minter,William Blair,198,VRTX-US,2025Q1,2025,0.035264282124308925,122761.24,2834,20250211,80
Liisa A. Bayko,Evercore ISI,1772,VRTX-US,2025Q1,2025,0.03876151784218462,122761.24,2834,20250211,80
William Pickering,Bernstein Research,1140,VRTX-US,2025Q1,2025,,122761.24,2834,20250211,80
Carter Gould,Cantor Fitzgerald,1190,VRTX-US,2025Q1,2025,0.037400318311274924,122761.24,2834,20250417,15
Jay Olson,Oppenheimer,498,VRTX-US,2025Q1,2025,0.03572499581169375,122761.24,2834,20250211,80
Brian Abrahams,RBC Capital Markets,1269,VRTX-US,2025Q1,2025,0.03474074384318981,122761.24,2834,20250331,32
Mohit Bansal,Wells Fargo Securities,596,VRTX-US,2025Q1,2025,0.036793013905176745,122761.24,2834,20250401,31
Phil Nadeau,TD Cowen,917,VRTX-US,2025Q1,2025,0.03666129167364718,122761.24,2834,20250211,80
Jasper Hellweg,Argus Research,376,VRTX-US,2025Q1,2025,0.036876780030155806,122761.24,2834,20250225,66
Steve Chesney,Rothschild & Co Redburn,1652,VRTX-US,2025Q1,2025,,122761.24,2834,20241121,162
Naz Rahman,Maxim Group,1063,VRTX-US,2025Q1,2025,0.03317012899983247,122761.24,2834,20250211,80
David Risinger,Leerink Partners,1079,VRTX-US,2025Q1,2025,0.03597629418663093,122761.24,2834,20250211,80
Joon Lee,Truist Securities,852,VRTX-US,2025Q1,2025,0.03229058468755235,122761.24,2834,20250211,80
