analyst,n_observations,mean_fe,accuracy_score,consistency_score,avg_staleness_days,current_broker,current_broker_code,n_brokers,freshness_score,accuracy_score_z,consistency_score_z,freshness_score_z,partial_reliability_score_raw,credibility_weight,partial_reliability_score
Lloyd Byrne,7,0.04352667305362693,-0.04352667305362693,-0.011291039051633655,41.0,Jefferies,512,1,-41.0,0.7185309967371636,1.1719746731892686,0.4815060629542939,0.7906705776269086,0.4117647058823529,0.3255702378463741
Robert Mosca,7,0.05116798557309487,-0.05116798557309487,-0.009806592059133755,39.285714285714285,Mizuho Securities USA,1802,1,-39.285714285714285,0.3641560009725675,1.276307634831602,0.5886779444098276,0.7430471934046657,0.4117647058823529,0.30596060904898
Justin  Jenkins,4,0.03730605043474374,-0.03730605043474374,-0.009264920190490604,47.75,Raymond James,402,1,-47.75,1.0070198013245428,1.3143785330040612,0.05951677972313003,0.793638371350578,0.2857142857142857,0.22675382038587943
Elvira Scotto,6,0.054455473456520444,-0.054455473456520444,-0.03498844075681023,27.0,RBC Capital Markets,1269,1,-27.0,0.21169482342002086,-0.4935749325702775,1.3567430948411523,0.3582876618969652,0.375,0.13435787321136194
Greg Wasikowski,3,0.05843799397848467,-0.05843799397848467,-0.04307506726324997,28.666666666666668,Webber Research & Advisory,3412,1,-28.666666666666668,0.027000677027254567,-1.06193587598895,1.2525482100927166,0.07253767037700709,0.23076923076923078,0.016739462394693944
Jason Gabelman,9,0.04503575986709458,-0.04503575986709458,-0.03192377805286554,53.0,TD Cowen,917,1,-53.0,0.6485452931334269,-0.27817799488718775,-0.26869710723444185,0.0338900636705991,0.47368421052631576,0.01605318805449431
Brandon Bingham,6,0.05840023914905221,-0.05840023914905221,-0.032567655399771266,42.166666666666664,Scotiabank GBM,810,1,-42.166666666666664,0.028751602340953565,-0.32343230903683035,0.40856964363038917,0.0379629789781708,0.375,0.014236117116814051
Tristan J. Richardson,5,0.0745876733734617,-0.0745876733734617,-0.012177433315248024,54.0,Scotiabank GBM,810,1,-54.0,-0.7219599959741244,1.1096752854893952,-0.33121403808350314,0.018833750477255884,0.3333333333333333,0.006277916825751961
James Carreker,9,0.04712942264591345,-0.04712942264591345,-0.028586679230613518,58.44444444444444,U.S. Capital Advisors,1866,1,-58.44444444444444,0.5514491808508617,-0.04363314069043593,-0.6090670640793311,-0.03375034130630176,0.47368421052631576,-0.015987003776669253
Michael Blum,12,0.04595556746301294,-0.04595556746301294,-0.02568183463080913,68.08333333333333,Wells Fargo Securities,596,1,-68.08333333333333,0.6058881171473164,0.16053113175552053,-1.211660814207783,-0.14841385510164865,0.5454545454545454,-0.08095301187362652
Ameet Thakkar,3,0.055429746698628136,-0.055429746698628136,-0.047799191506357835,46.333333333333336,BMO Capital Markets,181,1,-46.333333333333336,0.16651173803176442,-1.3939665082311603,0.14808243175930005,-0.3597907794800319,0.23076923076923078,-0.08302864141846891
Gabriel Moreen,2,0.07569717599031563,-0.07569717599031563,-0.05135325365313865,37.0,Mizuho Securities USA,1802,1,-37.0,-0.7734145051499637,-1.6437604257694969,0.731573786350539,-0.5618670481896406,0.16666666666666666,-0.09364450803160676
Emma Schwartz,1,0.12708991407130915,-0.12708991407130915,,34.0,Jefferies,512,1,-34.0,-3.1568141231322406,,0.919124578897723,-1.1188447721172587,0.09090909090909091,-0.10171316110156899
Benjamin J. Nolan,4,0.05836100049147888,-0.05836100049147888,-0.01755349230830915,82.0,Stifel Nicolaus,548,1,-82.0,0.030571341957142447,0.7318240320974656,-2.0816881018572198,-0.4397642426008706,0.2857142857142857,-0.1256469264573916
William Selesky,5,0.05272238110750038,-0.05272238110750038,-0.03545277321817235,71.8,Argus Research,376,1,-71.8,0.2920690513133203,-0.526210103192975,-1.4440154071967943,-0.5593854863588164,0.3333333333333333,-0.1864618287862721
