analyst,n_observations,mean_fe,accuracy_score,consistency_score,avg_staleness_days,current_broker,current_broker_code,n_brokers,freshness_score,accuracy_score_z,consistency_score_z,freshness_score_z,partial_reliability_score_raw,credibility_weight,partial_reliability_score,factor_alpha,factor_alpha_tstat,factor_alpha_annualized,loading_Mkt-RF,loading_SMB,loading_HML,loading_MOM,loading_RMW,loading_CMA,n_factor_obs,r_squared,factor_alpha_z,partial_reliability_score_with_factor_raw,partial_reliability_score_with_factor
Angustt Lin,6,0.0718401006774762,-0.0718401006774762,-0.007652580344283106,34.333333333333336,Aletheia Capital,2859,1,-34.333333333333336,-0.7727570254527144,1.9861640422071465,1.1736770163468517,0.795694677700428,0.375,0.2983855041376605,0.06947869368562587,46.43434816641975,0.2779147747425035,0.0019202884135564352,-0.0018063267859519958,0.0020918631433044757,-0.0017747495842222645,,,6,0.9919440271115343,2.1466824339998154,1.1334416167752748,0.42504060629072804
Kevin Garrigan,6,0.06166004398085068,-0.06166004398085068,-0.011110056521075462,105.33333333333333,WestPark Capital,3079,1,-105.33333333333333,0.054785355928267346,1.0935146948221146,-0.4336364303894296,0.23822120678698414,0.375,0.08933295254511905,0.06619665213637439,4.990511371578404,0.26478660854549757,-0.0006847584127033696,-0.0012320487842363854,0.0005322308321366365,-0.001868042430420694,,,6,0.5288778398107941,1.7769425443594227,0.6229015411800938,0.23358807794253517
Gary Mobley,8,0.06051684184684105,-0.06051684184684105,-0.014426589899299774,56.0,Loop Capital Markets,1009,2,-56.0,0.14771688318506024,0.23725388367773068,0.6831823025540898,0.35605102313896025,0.4444444444444444,0.1582448991728712,0.059064224680272864,5.7124256316379345,0.23625689872109146,0.0012197512158277197,-0.0011060354754524246,-0.000145607262910053,-0.001766004279895493,,,8,0.5899543189825953,0.9734356719103132,0.5103971853317986,0.22684319348079934
Christopher Rolland,11,0.061209552434130406,-0.061209552434130406,-0.0162375808189174,53.90909090909091,Susquehanna Financial Group,974,1,-53.90909090909091,0.0914060603579859,-0.2303067819221872,0.7305167574515733,0.19720534529579067,0.5238095238095238,0.10329803801208083,0.058354044690943054,6.454679041124246,0.23341617876377221,0.00143718707838797,-0.0010451213977478253,0.00034546649043066483,-0.0017291424920270527,,,11,0.349046210629011,0.893430020872926,0.37126151419007447,0.1944703169567057
Srini Pajjuri,5,0.0555417015673579,-0.0555417015673579,-0.012431676129180731,72.6,RBC Capital Markets,1269,2,-72.6,0.5521487598712357,0.7522996523049089,0.30738789106363545,0.5372787677465933,0.3333333333333333,0.17909292258219778,,,,,,,,,,5,,,0.5372787677465933,0.17909292258219778
Han Jing Wen,3,0.062345077207613515,-0.062345077207613515,-0.005216509062487646,113.66666666666667,China International Capital,898,1,-113.66666666666667,-0.0009013700590570661,2.615107620900308,-0.622288243386646,0.663972669151535,0.23076923076923078,0.1532244621118927,,,,,,,,,,3,,,0.663972669151535,0.1532244621118927
Stefan Chang,1,0.05324486794142098,-0.05324486794142098,,4.0,Aletheia Capital,2859,1,-4.0,0.7388596225989266,,1.8603696156567187,1.2996146191278226,0.09090909090909091,0.11814678355707478,,,,,,,,,,1,,,1.2996146191278226,0.11814678355707478
Mark Lipacis,3,0.052121240184984395,-0.052121240184984395,-0.013487578336397861,84.33333333333333,Evercore ISI,1772,1,-84.33333333333333,0.8301999379878895,0.47968738602192657,0.0417661383635551,0.45055115412445707,0.23076923076923078,0.10397334325949009,,,,,,,,,,3,,,0.45055115412445707,0.10397334325949009
Ross Seymore,10,0.0566115553353035,-0.0566115553353035,-0.014083642870125734,117.7,Deutsche Bank Research,77,1,-117.7,0.4651797614423181,0.3257957639760507,-0.7135957208772985,0.025793268180356765,0.5,0.012896634090178383,0.05560602488827206,7.074064305706416,0.22242409955308823,0.0011598182105354048,-0.0008769851616086193,1.555087810043188e-05,-0.0019382550095831453,,,10,0.4982353610049832,0.5838505949814669,0.1653075998806343,0.08265379994031714
Sun-Woo Kim,1,0.05570250521920669,-0.05570250521920669,,50.0,Meritz Securities,1778,1,-50.0,0.5390769429893305,,0.8190116079120855,0.679044275450708,0.09090909090909091,0.061731297768246186,,,,,,,,,,1,,,0.679044275450708,0.061731297768246186
