analyst,n_observations,mean_fe,accuracy_score,consistency_score,avg_staleness_days,current_broker,current_broker_code,n_brokers,freshness_score,accuracy_score_z,consistency_score_z,freshness_score_z,partial_reliability_score_raw,credibility_weight,partial_reliability_score,factor_alpha,factor_alpha_tstat,factor_alpha_annualized,loading_Mkt-RF,loading_SMB,loading_HML,loading_MOM,loading_RMW,loading_CMA,n_factor_obs,r_squared,factor_alpha_z,partial_reliability_score_with_factor_raw,partial_reliability_score_with_factor
Brent A. Bracelin,2,0.026668849983151353,-0.026668849983151353,-0.00085895322273845,89.0,Piper Sandler Companies,570,1,-89.0,0.9643369270104302,0.9874527314114233,-0.3145651767090935,0.5457414939042533,0.16666666666666666,0.09095691565070887,,,,,,,,,,2,,,0.5457414939042533,0.09095691565070887
Matthew F. Farrell,3,0.0273208643346225,-0.0273208643346225,-0.002688572679352275,97.33333333333333,Piper Sandler Companies,570,1,-97.33333333333333,0.9194856583079825,0.7497125968670849,-0.49950808210132147,0.3898967243579154,0.23076923076923078,0.08997616715951894,,,,,,,,,,3,,,0.3898967243579154,0.08997616715951894
Jim Mitchell,6,0.05628521396667818,-0.05628521396667818,-0.005984603053718432,47.333333333333336,Seaport Research Partners,1321,1,-47.333333333333336,-1.0729364796523662,0.3214275227051144,0.6101493502520469,-0.04711986889840162,0.375,-0.017669950836900608,0.0561547876473346,6.035844434952029,0.2246191505893384,-0.00032556458353114845,-0.0013809237916979908,-0.0006221051716696221,0.0007237958471842428,,,6,0.6762010219689596,1.099943226997404,0.2396459050755498,0.08986721440333117
Gerard Cassidy,6,0.05602553239344532,-0.05602553239344532,-0.007453079817262511,42.333333333333336,RBC Capital Markets,1269,1,-42.333333333333336,-1.055073302266988,0.13061414778269673,0.7211150934873837,-0.06778135366563587,0.375,-0.02541800762461345,0.057052587276647804,3.6781555857766497,0.22821034910659121,-0.00034634558655359407,-0.001235075184954316,-0.0007831747164499582,0.0003729684923117845,,,6,0.419679887496351,1.1584753711785847,0.23878282754541927,0.08954356032953223
Patrick Colville,1,0.0370225183600019,-0.0370225183600019,,1.0,Scotiabank GBM,810,1,-1.0,0.25212075971536185,,1.638431904232835,0.9452763319740984,0.09090909090909091,0.08593421199764531,,,,,,,,,,1,,,0.9452763319740984,0.08593421199764531
Kevin Wang,8,0.040784784315067484,-0.040784784315067484,-0.008630042994425689,43.25,Mizuho Securities Asia Ex Japan,1819,1,-43.25,-0.00668090760987777,-0.022320050135359874,0.7007713738942386,0.223923472049667,0.4444444444444444,0.09952154313318533,0.04078277241762997,3.990892576028883,0.16313108967051987,-0.00039011824560498823,-0.0012447056220407596,-0.0003565015151838263,0.00017425434939644352,,,8,0.4439444844867527,0.09776302731446321,0.19238336086586605,0.0855037159403849
Ben Bollin,6,0.02676142119102205,-0.02676142119102205,-0.004300330955019056,45.0,Cleveland Research Company,2295,1,-45.0,0.9579690669948482,0.5402812706288176,0.6619333637618707,0.7200612337951787,0.375,0.27002296267319204,0.01969462357030243,9169.735317354991,0.07877849428120973,0.0011527296608872199,-0.0017657111829475118,0.0006323215481833925,0.0012250256839824742,,,6,0.9999999665784429,-1.2770811233678134,0.2207756445044307,0.08279086668916152
Jackson Ader,8,0.03062862307837006,-0.03062862307837006,-0.002962744077610347,84.875,KeyBanc Capital Markets,618,1,-84.875,0.6919489854050732,0.7140868579329799,-0.22301843853994063,0.3943391349327041,0.4444444444444444,0.1752618377478685,0.032397087560049075,13.534588271034114,0.1295883502401963,-0.0006938287599832714,0.0001791621194868066,-0.00019218335071002028,8.22732337229795e-05,,,8,0.741140433199568,-0.4489426062324605,0.18351869964141296,0.08156386650729465
Rishi N. Jaluria,3,0.030750733869437965,-0.030750733869437965,-0.003139231076789273,89.0,RBC Capital Markets,1269,1,-89.0,0.6835491336390843,0.6911541968386458,-0.3145651767090935,0.3533793845895455,0.23076923076923078,0.08154908875143357,,,,,,,,,,3,,,0.3533793845895455,0.08154908875143357
Qian Li,1,0.0213786736420987,-0.0213786736420987,,57.0,First Shanghai,1701,1,-57.0,1.3282416785247595,,0.3956155799970623,0.861928629260911,0.09090909090909091,0.07835714811462827,,,,,,,,,,1,,,0.861928629260911,0.07835714811462827
Edison Lee,7,0.02596793637900977,-0.02596793637900977,-0.0036274006126248265,56.857142857142854,Jefferies,512,1,-56.857142857142854,1.0125519154161668,0.6277216121498135,0.3987860298037863,0.6796865191232556,0.4117647058823529,0.2798709196389876,0.019598078369577138,5.12127709036997,0.07839231347830855,0.0011848715630027788,-0.0013195358007129993,0.000700975361199291,0.0010662738859841259,,,7,0.7371083136120353,-1.283375398197462,0.18892103979307617,0.0777910163853843
Angustt Lin,6,0.07184010067747616,-0.07184010067747616,-0.007652580344283128,34.333333333333336,Aletheia Capital,2859,1,-34.333333333333336,-2.1429380861016782,0.10469111664958457,0.8986602826639226,-0.3798622289293904,0.375,-0.1424483358485214,0.06947869368562588,46.43434816642024,0.27791477474250353,0.0019202884135564422,-0.001806326785952008,0.002091863143304482,-0.001774749584222278,,,6,0.9919440271115345,1.9685967258703732,0.20725250977055049,0.07771969116395644
Stephano Gabriel,3,0.028170568481125164,-0.028170568481125164,-0.0027321943328712734,103.0,Itau Securities,1394,1,-103.0,0.8610355507200339,0.7440444139347463,-0.6252692577680367,0.32660356896224785,0.23076923076923078,0.07537005437590336,,,,,,,,,,3,,,0.32660356896224785,0.07537005437590336
Ivan Feinseth,1,0.0272867245908264,-0.0272867245908264,,43.0,Tigress Financial Partners LLC,2345,1,-43.0,0.9218340894720768,,0.7063196610560055,0.8140768752640412,0.09090909090909091,0.07400698866036738,,,,,,,,,,1,,,0.8140768752640412,0.07400698866036738
