analyst,n_observations,mean_fe,accuracy_score,consistency_score,avg_staleness_days,current_broker,current_broker_code,n_brokers,freshness_score,accuracy_score_z,consistency_score_z,freshness_score_z,partial_reliability_score_raw,credibility_weight,partial_reliability_score,factor_alpha,factor_alpha_tstat,factor_alpha_annualized,loading_Mkt-RF,loading_SMB,loading_HML,loading_MOM,loading_RMW,loading_CMA,n_factor_obs,r_squared,factor_alpha_z,partial_reliability_score_with_factor_raw,partial_reliability_score_with_factor
Mark Zgutowicz,5,0.03415260971221483,-0.03415260971221483,-0.0037408782723812543,55.4,"Benchmark, a StoneX Company",1124,1,-55.4,0.6560832239254184,0.8849565483939343,0.4853337407224698,0.6754578376806076,0.3333333333333333,0.22515261256020253,,,,,,,,,,5,,,0.6754578376806076,0.22515261256020253
Shyam Patil,5,0.027856765395784078,-0.027856765395784078,-0.0047357261512555576,89.0,Susquehanna Financial Group,974,1,-89.0,2.0512626058539354,0.3860587510414657,-0.47826162947570494,0.6530199091398987,0.3333333333333333,0.2176733030466329,,,,,,,,,,5,,,0.6530199091398987,0.2176733030466329
Jia Qing Dong,2,0.03078992315023452,-0.03078992315023452,-0.0021587846410472296,50.5,Capital Securities Asia,1128,1,-50.5,1.4012653986051693,1.6783472211177186,0.6258580655430369,1.2351568950886416,0.16666666666666666,0.2058594825147736,,,,,,,,,,2,,,1.2351568950886416,0.2058594825147736
Joe Wittine,2,0.031126024455951307,-0.031126024455951307,-0.0025991177583129035,51.5,Edgewater Research,3222,1,-51.5,1.3267842665429401,1.4575283130513255,0.5971796319061865,1.1271640705001509,0.16666666666666666,0.1878606784166918,,,,,,,,,,2,,,1.1271640705001509,0.1878606784166918
Ross Walthall,5,0.03627663194085047,-0.03627663194085047,-0.0052474093698057,24.6,Cleveland Research Company,2295,1,-24.6,0.18539305574312837,0.129459087818842,1.3686294967374633,0.5611605467664779,0.3333333333333333,0.18705351558882594,,,,,,,,,,5,,,0.5611605467664779,0.18705351558882594
Scott Devitt,6,0.0343477127138466,-0.0343477127138466,-0.00395890818153306,14.0,Wedbush Securities,590,1,-14.0,0.6128477702597958,0.7756185845276635,1.672620893288078,1.020362416025179,0.375,0.3826359060094421,0.03051561069205236,7.736920160605728,0.12206244276820943,0.0005767362468332726,0.0004328538690810702,0.0015324012867923829,0.0006550401351660907,,,6,0.8633985658121762,-1.176698843892795,0.47109710104568553,0.17666141289213208
Lloyd Walmsley,3,0.03586377468560706,-0.03586377468560706,-0.004243850331792701,32.333333333333336,Mizuho Securities USA,1802,1,-32.333333333333336,0.27688355348176374,0.6327253702422135,1.1468496099458199,0.6854861778899325,0.23076923076923078,0.1581891179745998,,,,,,,,,,3,,,0.6854861778899325,0.1581891179745998
Justin Patterson,8,0.036564704705513006,-0.036564704705513006,-0.006432913945213382,24.375,KeyBanc Capital Markets,618,1,-24.375,0.12155520309746959,-0.4650495139298017,1.3750821443057546,0.34386261115780753,0.4444444444444444,0.1528278271812478,0.03702534800720064,4.270479114234939,0.14810139202880257,2.2173834840199147e-05,-0.0005760760400152541,-0.00034860852085441004,-0.00027489378738917156,,,8,0.27962229019196494,0.3768209566857988,0.3521021975398053,0.1564898655732468
Andrew Boone,8,0.034450174354585326,-0.034450174354585326,-0.004158731245392141,49.5,Citizens,805,1,-49.5,0.5901419406025786,0.6754110165803703,0.6545364991798873,0.6400298187876121,0.4444444444444444,0.2844576972389387,0.03324677678354751,9.155600683037209,0.13298710713419004,0.000470756452850238,-0.0003557557160786089,0.00041646174573325707,-0.000525463186534835,,,8,0.5447442595967045,-0.5249182271952197,0.34879280729190415,0.1550190254630685
Ralph Schackart,5,0.03296832720163302,-0.03296832720163302,-0.004320539638265346,79.2,William Blair,198,1,-79.2,0.9185240433132452,0.594267102508876,-0.19721297983457073,0.4385260553291835,0.3333333333333333,0.14617535177639449,,,,,,,,,,5,,,0.4385260553291835,0.14617535177639449
Hui Ting Tang,2,0.031118381722540653,-0.031118381722540653,-0.0023532308842190795,88.5,Mega Intl Invst Serv,1175,1,-88.5,1.3284779208870114,1.5808360292240733,-0.4639224126572797,0.8151305124846018,0.16666666666666666,0.1358550854141003,,,,,,,,,,2,,,0.8151305124846018,0.1358550854141003
