analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
James E. Friedman,Susquehanna Financial Group,974,V-US,2025Q3,2025,0.029330615994029505,591787.0,7389,20250131,269
Andrew Schmidt,KeyBanc Capital Markets,618,V-US,2025Q3,2025,0.02940337849474712,591787.0,7389,20250430,180
Jason Kupferberg,Wells Fargo Securities,596,V-US,2025Q3,2025,0.029416728859291582,591787.0,7389,20250318,223
Harshita Rawat,Bernstein Research,1140,V-US,2025Q3,2025,,591787.0,7389,20250131,269
Nate Svensson,Deutsche Bank Research,77,V-US,2025Q3,2025,0.02947413743613296,591787.0,7389,20240126,640
Trevor Williams,Jefferies,512,V-US,2025Q3,2025,0.029588954589815718,591787.0,7389,20250715,104
Daniel Perlin,RBC Capital Markets,1269,V-US,2025Q3,2025,0.02915839026350537,591787.0,7389,20241030,362
Andrew W. Jeffrey,William Blair,198,V-US,2025Q3,2025,0.02910098168666399,591787.0,7389,20241030,362
Jeff Cantwell,Seaport Research Partners,1321,V-US,2025Q3,2025,0.02930191170560882,591787.0,7389,20250416,194
Dan Dolev,Mizuho Securities USA,1802,V-US,2025Q3,2025,0.029933406050864,591787.0,7389,20250604,145
Dominick Gabriele,Compass Point Research,1921,V-US,2025Q3,2025,0.02987599747402262,591787.0,7389,20241030,362
Sanjay Sakhrani,Keefe Bruyette & Woods,525,V-US,2025Q3,2025,0.02930191170560882,591787.0,7389,20250730,89
Mikhail Paramonov,Freedom Broker,3713,V-US,2025Q3,2025,0.029445433147712266,591787.0,7389,20250505,175
Fahed Kunwar,Rothschild & Co Redburn,1652,V-US,2025Q3,2025,,591787.0,7389,20250711,108
Kazuya Nishimura,Daiwa Securities Co. Ltd.,467,V-US,2025Q3,2025,0.029416728859291582,591787.0,7389,20241101,360
Ze Yu Yao,China International Capital,898,V-US,2025Q3,2025,0.029904701762443305,591787.0,7389,20250501,179
Hui Ting Tang,Mega Intl Invst Serv,1175,V-US,2025Q3,2025,0.029043573109822612,591787.0,7389,20250730,89
John Davis,Raymond James,402,V-US,2025Q3,2025,0.02953154601297434,591787.0,7389,20250430,180
Steve Biggar,Argus Research,376,V-US,2025Q3,2025,0.029330615994029505,591787.0,7389,20250730,89
Sanjay Sakhrani,Keefe Bruyette & Woods,525,V-US,2025Q2,2025,0.028689700881793557,593746.06,7389,20250430,89
Gus Gala,"Monness, Crespi, Hardt",1080,V-US,2025Q2,2025,0.028487983401533058,593746.06,7389,20250131,178
Bryan C. Bergin,TD Cowen,917,V-US,2025Q2,2025,0.029158261771655817,593746.06,7389,20250430,89
Rayna Kumar,Oppenheimer,498,V-US,2025Q2,2025,0.029871188980462222,593746.06,7389,20250131,178
Harshita Rawat,Bernstein Research,1140,V-US,2025Q2,2025,,593746.06,7389,20250131,178
Adam Frisch,Evercore ISI,1772,V-US,2025Q2,2025,0.027479396000230534,593746.06,7389,20250407,112
Matthew Coad,Truist Securities,852,V-US,2025Q2,2025,0.02972594663131808,593746.06,7389,20250715,13
Dominick Gabriele,Compass Point Research,1921,V-US,2025Q2,2025,0.029755921848884793,593746.06,7389,20241030,271
Trevor Williams,Jefferies,512,V-US,2025Q2,2025,0.029323670105469428,593746.06,7389,20250411,108
Nate Svensson,Deutsche Bank Research,77,V-US,2025Q2,2025,0.029154596276871655,593746.06,7389,20240126,549
Fahed Kunwar,Rothschild & Co Redburn,1652,V-US,2025Q2,2025,,593746.06,7389,20250711,17
Jeff Cantwell,Seaport Research Partners,1321,V-US,2025Q2,2025,0.029179586190997638,593746.06,7389,20250416,103
James E. Friedman,Susquehanna Financial Group,974,V-US,2025Q2,2025,0.02906431905942021,593746.06,7389,20250131,178
Daniel Perlin,RBC Capital Markets,1269,V-US,2025Q2,2025,0.02906431905942021,593746.06,7389,20241030,271
Dan Dolev,Mizuho Securities USA,1802,V-US,2025Q2,2025,0.02978473863177915,593746.06,7389,20250604,54
Donald Fandetti,Wells Fargo Securities,596,V-US,2025Q2,2025,0.029208402973892,593746.06,7389,20250318,132
Andrew W. Jeffrey,William Blair,198,V-US,2025Q2,2025,0.02894905192784278,593746.06,7389,20241030,271
Yuanyuan Kou,Haitong International Research,2898,V-US,2025Q2,2025,0.029179586190997638,593746.06,7389,20250423,96
Kazuya Nishimura,Daiwa Securities Co. Ltd.,467,V-US,2025Q2,2025,0.029208402973892,593746.06,7389,20241101,269
Mikhail Paramonov,Freedom Broker,3713,V-US,2025Q2,2025,0.029035502276525852,593746.06,7389,20250505,84
Ze Yu Yao,China International Capital,898,V-US,2025Q2,2025,0.029727105065990436,593746.06,7389,20250501,88
Alex Markgraff,KeyBanc Capital Markets,618,V-US,2025Q2,2025,0.029208402973892,593746.06,7389,20250430,89
John Davis,Raymond James,402,V-US,2025Q2,2025,0.029121952625208922,593746.06,7389,20250131,178
Steve Biggar,Argus Research,376,V-US,2025Q2,2025,0.028776151230476634,593746.06,7389,20241031,270
Daniel Perlin,RBC Capital Markets,1269,V-US,2025Q1,2025,0.03119279193269288,577636.56,7389,20241030,180
Gus Gala,"Monness, Crespi, Hardt",1080,V-US,2025Q1,2025,0.030715436481890325,577636.56,7389,20250131,87
Bryan C. Bergin,TD Cowen,917,V-US,2025Q1,2025,0.030465421564532486,577636.56,7389,20250411,17
Yuanyuan Kou,Haitong International Research,2898,V-US,2025Q1,2025,0.030983948922966763,577636.56,7389,20250423,5
Alex Markgraff,KeyBanc Capital Markets,618,V-US,2025Q1,2025,0.030894444775941284,577636.56,7389,20250421,7
Rayna Kumar,Oppenheimer,498,V-US,2025Q1,2025,0.03193865982457187,577636.56,7389,20250131,87
Fahed Kunwar,Rothschild & Co Redburn,1652,V-US,2025Q1,2025,,577636.56,7389,20250417,11
Jeff Cantwell,Seaport Research Partners,1321,V-US,2025Q1,2025,0.031073453069992242,577636.56,7389,20250416,12
Harshita Rawat,Bernstein Research,1140,V-US,2025Q1,2025,,577636.56,7389,20250131,87
James E. Friedman,Susquehanna Financial Group,974,V-US,2025Q1,2025,0.0312524613640432,577636.56,7389,20250131,87
Bryan Keane,Deutsche Bank Research,77,V-US,2025Q1,2025,0.031415946655528375,577636.56,7389,20240126,458
Trevor Williams,Jefferies,512,V-US,2025Q1,2025,0.03128229607971836,577636.56,7389,20250411,17
Rufus Hone,BMO Capital Markets,181,V-US,2025Q1,2025,0.03238618055969927,577636.56,7389,20250131,87
Adam Frisch,Evercore ISI,1772,V-US,2025Q1,2025,0.0298502297273107,577636.56,7389,20250407,21
Donald Fandetti,Wells Fargo Securities,596,V-US,2025Q1,2025,0.03134196551106868,577636.56,7389,20250318,41
Sanjay Sakhrani,Keefe Bruyette & Woods,525,V-US,2025Q1,2025,0.031401634942418995,577636.56,7389,20250328,31
Andrew W. Jeffrey,William Blair,198,V-US,2025Q1,2025,0.0312524613640432,577636.56,7389,20241030,180
Dan Dolev,Mizuho Securities USA,1802,V-US,2025Q1,2025,0.030745271197565486,577636.56,7389,20250130,88
