analyst,broker,broker_code,firm,quarter,year,fe,market_cap,sic_code,revision_date,staleness_days
Edward Kelly,Wells Fargo Securities,596,BJ-US,2025Q2,2025,0.029851826026322668,15150.293,5331,20250306,76
Greg Melich,Evercore ISI,1772,BJ-US,2025Q2,2025,0.03069641767628345,15150.293,5331,20250403,48
Krisztina Katai,Deutsche Bank Research,77,BJ-US,2025Q2,2025,0.029214677939510155,15150.293,5331,20250228,82
Scott Bender,Cleveland Research Company,2295,BJ-US,2025Q2,2025,0.03138026671315262,15150.293,5331,20250515,6
Michael Baker,DA Davidson,556,BJ-US,2025Q2,2025,0.031742351608123415,15150.293,5331,20250305,77
Oliver Chen,TD Cowen,917,BJ-US,2025Q2,2025,0.03156802928615009,15150.293,5331,20250331,51
Chuck Grom,Gordon Haskett,2467,BJ-US,2025Q2,2025,0.03156802928615009,15150.293,5331,20250306,76
Chuck Cerankosky,Northcoast Research,1406,BJ-US,2025Q2,2025,,15150.293,5331,20250312,70
Corey Tarlowe,Jefferies,512,BJ-US,2025Q2,2025,0.03191667393009675,15150.293,5331,20250306,76
Christopher Graja,Argus Research,376,BJ-US,2025Q2,2025,0.03069641767628345,15150.293,5331,20250403,48
Rupesh Parikh,Oppenheimer,498,BJ-US,2025Q2,2025,0.030726052471018915,15150.293,5331,20250226,84
Scott Mushkin,R5 Capital,3399,BJ-US,2025Q2,2025,0.030870739998256774,15150.293,5331,20250319,63
Laura Champine,Loop Capital Markets,1009,BJ-US,2025Q2,2025,0.03200383509108341,15150.293,5331,20250306,76
Phillip Blee,William Blair,198,BJ-US,2025Q2,2025,0.03156802928615009,15150.293,5331,20250306,76
Michael Baker,DA Davidson,556,BJ-US,2025Q1,2025,0.037136100386100386,13684.909,5331,20250305,0
Krisztina Katai,Deutsche Bank Research,77,BJ-US,2025Q1,2025,0.03475076254826255,13684.909,5331,20250228,5
Greg Melich,Evercore ISI,1772,BJ-US,2025Q1,2025,0.03647297297297297,13684.909,5331,20250228,5
Rupesh Parikh,Oppenheimer,498,BJ-US,2025Q1,2025,0.03599034749034749,13684.909,5331,20250226,7
Oliver Chen,TD Cowen,917,BJ-US,2025Q1,2025,0.03676254826254827,13684.909,5331,20241211,84
Karen Short,Melius Research,3130,BJ-US,2025Q1,2025,0.036569498069498066,13684.909,5331,20241121,104
Laura Champine,Loop Capital Markets,1009,BJ-US,2025Q1,2025,0.042554054054054054,13684.909,5331,20241121,104
Michael Baker,DA Davidson,556,BJ-US,2024Q4,2024,0.03685100190305608,11843.868,5331,20240923,58
Krisztina Katai,Deutsche Bank Research,77,BJ-US,2024Q4,2024,0.033638743982984436,11843.868,5331,20241112,8
Laura Champine,Loop Capital Markets,1009,BJ-US,2024Q4,2024,0.04390350386208441,11843.868,5331,20240822,90
Karen Short,Melius Research,3130,BJ-US,2024Q4,2024,0.04132878092466137,11843.868,5331,20240920,61
Michael Baker,DA Davidson,556,BJ-US,2024Q3,2024,0.041519829019235344,11176.759,5331,20240307,167
Laura Champine,Loop Capital Markets,1009,BJ-US,2024Q3,2024,0.04626929470434577,11176.759,5331,20240523,90
Laura Champine,Loop Capital Markets,1009,BJ-US,2024Q2,2024,0.052896835605865715,10336.4,5331,20240417,35
Michael Baker,DA Davidson,556,BJ-US,2024Q2,2024,0.047880113197838955,10336.4,5331,20240307,76
Michael Baker,DA Davidson,556,BJ-US,2024Q1,2024,0.06243519585253456,9261.978,5331,20230309,363
Laura Champine,Loop Capital Markets,1009,BJ-US,2024Q1,2024,0.0634432603686636,9261.978,5331,20231208,89
Michael Baker,DA Davidson,556,BJ-US,2023Q4,2023,0.06476876090750436,9195.382,5331,20230309,252
Laura Champine,Loop Capital Markets,1009,BJ-US,2023Q4,2023,0.06753199534613147,9195.382,5331,20230822,86
Michael Baker,DA Davidson,556,BJ-US,2023Q3,2023,0.06537234820775421,9184.15,5331,20230309,165
Laura Champine,Loop Capital Markets,1009,BJ-US,2023Q3,2023,0.06273884418434528,9184.15,5331,20230703,49
Scott Mushkin,R5 Capital,3399,BJ-US,2023Q3,2023,0.05791075347476225,9184.15,5331,20230530,83
