analyst,n_observations,mean_fe,accuracy_score,consistency_score,avg_staleness_days,current_broker,current_broker_code,n_brokers,freshness_score,accuracy_score_z,consistency_score_z,freshness_score_z,partial_reliability_score_raw,credibility_weight,partial_reliability_score
Kevin Rottinghaus,3,0.028735285126368488,-0.028735285126368488,-0.0022097463584009745,5.333333333333333,Edgewater Research,3222,1,-5.333333333333333,0.5805870671258616,1.0745426302067678,2.1161049650231565,1.257078220785262,0.23076923076923078,0.29009497402736817
Christopher Rolland,6,0.030481137177305596,-0.030481137177305596,-0.0029229602549988255,22.0,Susquehanna Financial Group,974,1,-22.0,0.1910092894203622,0.6082240711690644,1.5131838401221456,0.7708057335705241,0.375,0.2890521500889465
Aaron Rakers,8,0.03324749142563469,-0.03324749142563469,-0.0029539865740465915,21.625,Wells Fargo Securities,596,1,-21.625,-0.4262882300525747,0.5879382235998937,1.5267495654324184,0.5627998529932458,0.4444444444444444,0.2501332679969981
Sebastien Naji,6,0.030387001185615107,-0.030387001185615107,-0.0032650663515006433,29.166666666666668,William Blair,198,1,-29.166666666666668,0.2120152448936219,0.3845458412302931,1.253927756414711,0.6168296141795421,0.375,0.2313111053173283
Ruben Roy,7,0.030442192924048588,-0.030442192924048588,-0.0032496436323525726,38.285714285714285,Stifel Nicolaus,548,1,-38.285714285714285,0.19969949637697215,0.3946296326480965,0.9240437695045864,0.506124299509885,0.4117647058823529,0.2084041233275997
Rick Schafer,7,0.032077194749894226,-0.032077194749894226,-0.002950787013449458,35.42857142857143,Oppenheimer,498,1,-35.42857142857143,-0.16514263186378084,0.5900301829606497,1.0274016766304739,0.48409640924244757,0.4117647058823529,0.19933381557041957
Vijay Rakesh,7,0.030910950416953836,-0.030910950416953836,-0.0032935177743605663,37.285714285714285,Mizuho Securities USA,1802,1,-37.285714285714285,0.09509870716874244,0.36594353051551387,0.9602190369986471,0.4737537582276345,0.4117647058823529,0.19507507691726125
Egor Tolmachev,2,0.02539724925089886,-0.02539724925089886,-6.131992561686853e-06,78.0,Freedom Broker,3713,1,-78.0,1.325452359444686,2.515325375263639,-0.5126311395452509,1.1093821983876915,0.16666666666666666,0.18489703306461525
Jay Goldberg,4,0.026772427017924802,-0.026772427017924802,-0.004617308946882471,32.5,Seaport Research Partners,1321,1,-32.5,1.0185886145240255,-0.49958698561984255,1.1333435314345088,0.5507817201128973,0.2857142857142857,0.15736620574654206
sean Hao,4,0.03640057861594435,-0.03640057861594435,-0.0030448157834121743,4.5,Fubon Securities,1084,1,-4.5,-1.1298831880864861,0.5285516269113905,2.146251021268207,0.5149731533643704,0.2857142857142857,0.1471351866755344
Mark Lipacis,6,0.03264923378736569,-0.03264923378736569,-0.0035453071960269383,29.0,Evercore ISI,1772,1,-29.0,-0.29279015896053995,0.2013167883102876,1.259956967663721,0.3894945323378229,0.375,0.14606044962668358
Barney Yao,3,0.03235877113215339,-0.03235877113215339,-0.0016714787133348871,50.0,Haitong International Research,2898,1,-50.0,-0.22797493268560437,1.4264765925442486,0.5002763502884474,0.5662593367156972,0.23076923076923078,0.13067523154977628
Srini Pajjuri,2,0.03245637790733431,-0.03245637790733431,-0.0011547973408762603,42.0,RBC Capital Markets,1269,2,-42.0,-0.24975537538896803,1.7642968653065219,0.7896784902409326,0.7680733267194956,0.16666666666666666,0.12801222111991592
Ben Reitzes,9,0.03304675156848226,-0.03304675156848226,-0.003175117401014468,43.22222222222222,Melius Research,3130,1,-43.22222222222222,-0.38149417811421804,0.44335690082651097,0.7454642744148585,0.26910899904238383,0.47368421052631576,0.12747268375691864
Blayne Curtis,8,0.03307115247855616,-0.03307115247855616,-0.0032973042164747297,39.875,Jefferies,512,1,-39.875,-0.38693911390673197,0.36346785212649346,0.8665509336658115,0.281026557295191,0.4444444444444444,0.12490069213119599
Cody Acree,3,0.027041374248469866,-0.027041374248469866,-0.0016739979120255152,89.66666666666667,"Benchmark, a StoneX Company",1124,1,-89.66666666666667,0.958574443025613,1.4248294722217938,-0.9346759269759586,0.48290932942381604,0.23076923076923078,0.1114406144824191
Paul Lee,2,0.02865914699266593,-0.02865914699266593,-0.002960668431116826,42.5,Cathay Securities,3216,1,-42.5,0.597576894477249,0.5835694445063415,0.7715908564939022,0.6509123984924976,0.16666666666666666,0.1084853997487496
Young-gun Kim,5,0.0290050195886841,-0.0290050195886841,-0.0033395576901009915,61.8,Mirae Asset Securities,484,1,-61.8,0.5203972289645465,0.3358413868687,0.07340819385853178,0.3098822698972595,0.3333333333333333,0.10329408996575315
Warren Lau,5,0.03301520693855302,-0.03301520693855302,-0.003882888892994369,28.4,Aletheia Capital,2859,1,-28.4,-0.374455158502115,-0.01940326669463801,1.2816621281601575,0.2959345676544682,0.3333333333333333,0.09864485588482272
Kai Ren Cheng,1,0.025255118277288637,-0.025255118277288637,,55.0,SinoPac Securities Investment Services,1120,1,-55.0,1.3571681447613566,,0.3194000128181441,0.8382840787897503,0.09090909090909091,0.07620764352634093
Matthew Bryson,5,0.029668622897557832,-0.029668622897557832,-0.0028668722510942434,73.8,Wedbush Securities,590,1,-73.8,0.3723176123611364,0.644895926954333,-0.360695016070196,0.21883950774842442,0.3333333333333333,0.07294650258280813
John N. Vinh,5,0.03348745207862121,-0.03348745207862121,-0.004023617799807129,32.2,KeyBanc Capital Markets,618,1,-32.2,-0.4798341979809964,-0.11141563683060574,1.1441961116827268,0.1843154256237082,0.3333333333333333,0.06143847520790273
Stefan Chang,2,0.03315231175211066,-0.03315231175211066,-0.005097396532603465,4.0,Aletheia Capital,2859,1,-4.0,-0.4050493824226607,-0.8134812496733318,2.1643386550152375,0.3152693409730816,0.16666666666666666,0.052544890162180266
Simon Leopold,1,0.02849050599342315,-0.02849050599342315,,50.0,Raymond James,402,1,-50.0,0.635208253720876,,0.5002763502884474,0.5677423020046617,0.09090909090909091,0.051612936545878334
Hans Mosesmann,2,0.0278579865613129,-0.0278579865613129,-0.0023061700651931267,89.0,Rosenblatt Securities,2623,1,-89.0,0.7763516653775443,1.0114981996048447,-0.910559081979918,0.29243026100082364,0.16666666666666666,0.048738376833470605
Kevin Garrigan,7,0.030105593727597784,-0.030105593727597784,-0.002575461322972182,85.14285714285714,WestPark Capital,3079,1,-85.14285714285714,0.27480985115209433,0.8354282830090018,-0.7710259073599697,0.11307074226704221,0.4117647058823529,0.04655854093348797
Jun Xia,1,0.023903578050958035,-0.023903578050958035,,82.0,Guosheng Securities,3586,1,-82.0,1.6587572957841148,,-0.6573322095214934,0.5007125431313106,0.09090909090909091,0.04551932210284642
Purdy Ho,4,0.03373550927508864,-0.03373550927508864,-0.0030976737928171964,53.5,Huatai Research,1271,1,-53.5,-0.5351868673505278,0.49399162899641774,0.3736629140592351,0.11082255856837502,0.2857142857142857,0.03166358816239286
Pierre Ferragu,7,0.03344572280279429,-0.03344572280279429,-0.004164153527235712,38.857142857142854,New Street Research,1634,1,-38.857142857142854,-0.4705225277663378,-0.20330170105400702,0.903372188079409,0.07651598641968804,0.4117647058823529,0.031506582643400956
Chandler B. Converse,4,0.03271580968805525,-0.03271580968805525,-0.004261605762498643,42.5,Cleveland Research Company,2295,1,-42.5,-0.30764622389769075,-0.26701861142211364,0.7715908564939022,0.06564200705803262,0.2857142857142857,0.018754859159437892
William Stein,8,0.029563790393812704,-0.029563790393812704,-0.005354576726555501,45.75,Truist Securities,852,1,-45.75,0.39571043869966194,-0.9816326247780887,0.6540212371382051,0.02269968368659281,0.4444444444444444,0.010088748305152358
N. Quinn Bolton,7,0.03141999907115962,-0.03141999907115962,-0.0031704675104543404,74.57142857142857,Needham,477,1,-74.57142857142857,-0.0184928444996913,0.4463971251912142,-0.3886016509941857,0.013100876565779074,0.4117647058823529,0.00539447858590903
Je-Min Park,1,0.025679431420388248,-0.025679431420388248,,96.0,SK Securities,1095,1,-96.0,1.2624848803626045,,-1.1637859544383427,0.04934946296213094,0.09090909090909091,0.004486314814739176
Louis Miscioscia,4,0.029410128885078525,-0.029410128885078525,-0.003957129843225402,73.5,Daiwa Securities Co. Ltd.,467,1,-73.5,0.4299992027787278,-0.06794401035999277,-0.34984243582197794,0.004070918865585693,0.2857142857142857,0.0011631196758816265
Sun-Woo Kim,1,0.02948848238482385,-0.02948848238482385,,78.0,Meritz Securities,1778,1,-78.0,0.41251502805163826,,-0.5126311395452509,-0.0500580557468063,0.09090909090909091,-0.004550732340618755
Tian Zi Fu,1,0.027716283936340107,-0.027716283936340107,,89.0,Everbright Securities,1299,1,-89.0,0.8079718669303075,,-0.910559081979918,-0.05129360752480522,0.09090909090909091,-0.004663055229527748
Dawei Wang,6,0.029911175407462326,-0.029911175407462326,-0.004458265902277933,63.5,Bocom International,1746,1,-63.5,0.3181932850822221,-0.3956003362587806,0.011910239118628582,-0.021832270685976637,0.375,-0.008187101507241239
Myoung-Sub Song,1,0.029445210565397263,-0.029445210565397263,,85.0,iM Securities,2140,1,-85.0,0.4221709088236857,,-0.7658580120036754,-0.17184355158999487,0.09090909090909091,-0.015622141053635897
Kevin Cassidy,4,0.02956859628587595,-0.02956859628587595,-0.004390351018428914,73.0,Rosenblatt Securities,2623,1,-73.0,0.39463802895630085,-0.3511957461004019,-0.3317548020749476,-0.09610417307301622,0.2857142857142857,-0.027458335163718917
Sophie Huang,6,0.029169068749167304,-0.029169068749167304,-0.004313540226906281,77.16666666666667,ABCI Securities,2281,1,-77.16666666666667,0.4837905145862036,-0.3009747706087036,-0.48248508330020046,-0.09988977977423348,0.375,-0.03745866741533756
Pianpian He,4,0.03278533747583894,-0.03278533747583894,-0.0038253381809131262,67.5,Huatai Research,1271,1,-67.5,-0.32316098704100027,0.01822494730586833,-0.13279083085761403,-0.14590895686424865,0.2857142857142857,-0.04168827338978533
Harsh Kumar,5,0.03132119502884294,-0.03132119502884294,-0.005176291621338694,54.4,Piper Sandler Companies,570,1,-54.4,0.0035547621193179665,-0.8650649951242533,0.34110517331458057,-0.17346835323011825,0.3333333333333333,-0.057822784410039414
Gil Luria,7,0.018460326538991507,-0.018460326538991507,-0.008195941465453596,78.14285714285714,DA Davidson,556,1,-78.14285714285714,2.873390475259877,-2.839393833671915,-0.5177990349015451,-0.16126746443786102,0.4117647058823529,-0.06640425006264865
Siyu Cai,1,0.03363530285350589,-0.03363530285350589,,96.0,Mega Intl Invst Serv,1175,1,-96.0,-0.5128263271139852,,-1.1637859544383427,-0.8383061407761639,0.09090909090909091,-0.07620964916146945
Chaim Siegel,2,0.03969141097960631,-0.03969141097960631,-0.002005841592792112,88.5,Elazar Advisors,3400,1,-88.5,-1.8642152629886033,1.2078610875913125,-0.8924714482328877,-0.5162752078767262,0.16666666666666666,-0.08604586797945436
Xiao Yu Han,1,0.03543524096385542,-0.03543524096385542,,91.0,First Shanghai,1701,1,-91.0,-0.9144731268305014,,-0.9829096169680394,-0.9486913718992704,0.09090909090909091,-0.08624467017266095
